inspection_id,unit_id,stage,inspection_date,inspector_id,pass_first_time,defect_id,root_cause_id,supplier_id,rework_required,rework_description,scrapped_at_stage
723fe7aa-ffbe-4c95-a386-b5d675093f2f,7a13b3b2-b5b4-4e8d-a7ab-345978cc8c00,Finishing,2025-02-04 05:31:14.263669,W003,True,,,,False,,False
c79e5564-9a24-4c83-9ff9-f88be3d6d92d,7a13b3b2-b5b4-4e8d-a7ab-345978cc8c00,Final Assembly,2025-02-06 06:58:50.124246,W001,True,,,,False,,False
d211da6e-9750-41bc-96ae-2a75f226e8a3,7a13b3b2-b5b4-4e8d-a7ab-345978cc8c00,Final QC,2025-02-09 08:22:24.469418,W003,True,,,,False,,False
d6116367-8f94-40bd-9c14-ce1644367dc4,1259e45b-4dca-4a72-9ad2-1f3f502fcc3c,Woodworking,2025-01-20 00:41:33.742399,W003,True,,,,False,,False
5387c899-0056-4a96-9ab7-2d0bb85a5f06,1259e45b-4dca-4a72-9ad2-1f3f502fcc3c,Prep & Fit,2025-01-22 11:39:46.284695,W003,True,,,,False,,False
77ddc6ca-7368-41b3-a97b-765ded7cb643,1259e45b-4dca-4a72-9ad2-1f3f502fcc3c,Finishing,2025-01-24 09:56:54.158798,W003,True,,,,False,,False
ffc641f9-7c06-47cf-9922-763ea765bf12,1259e45b-4dca-4a72-9ad2-1f3f502fcc3c,Final Assembly,2025-01-26 13:51:08.258591,W003,True,,,,False,,False
82220d09-edc0-4545-b684-96fea44dc271,1259e45b-4dca-4a72-9ad2-1f3f502fcc3c,Final QC,2025-01-28 06:45:11.174107,W003,True,,,,False,,False
67dfe325-5c3e-45a8-bdb3-e155031d173c,7f176a16-f287-4f72-8d25-b7ea6be8f345,Woodworking,2025-01-07 08:28:38.091798,W003,True,,,,False,,False
1f310fd9-7ef2-4644-8e76-72fc599949be,7f176a16-f287-4f72-8d25-b7ea6be8f345,Prep & Fit,2025-01-09 05:18:02.720296,W001,True,,,,False,,False
6f7891e2-8158-4e89-bc96-d40ad57977cd,7f176a16-f287-4f72-8d25-b7ea6be8f345,Finishing,2025-01-10 13:49:40.893699,W001,True,,,,False,,False
d57271cd-b47f-4784-a512-6a44451f8e00,7f176a16-f287-4f72-8d25-b7ea6be8f345,Final Assembly,2025-01-13 14:05:19.789853,W003,True,,,,False,,False
d1f63b27-3f99-418c-931a-10a6df8c1f4c,7f176a16-f287-4f72-8d25-b7ea6be8f345,Final QC,2025-01-16 06:13:07.747601,W001,True,,,,False,,False
4269e52e-17d1-4543-9672-5755ad2668c0,82ed0e66-77b5-4c8b-b690-4b398257a968,Woodworking,2025-02-01 16:23:35.267643,W003,True,,,,False,,False
eae7bf8e-9812-4848-9d07-62667a9f94c7,82ed0e66-77b5-4c8b-b690-4b398257a968,Prep & Fit,2025-02-03 07:37:42.956884,W001,True,,,,False,,False
b76b52e2-1af6-4c7b-b91a-c529263a9f19,82ed0e66-77b5-4c8b-b690-4b398257a968,Finishing,2025-02-05 07:54:21.919455,W002,True,,,,False,,False
8b6da075-6636-44d6-ae9e-98a15fa31ebb,82ed0e66-77b5-4c8b-b690-4b398257a968,Final Assembly,2025-02-06 10:13:19.263742,W003,True,,,,False,,False
13225257-f89f-40ac-9c3d-08cdfcb81d7a,82ed0e66-77b5-4c8b-b690-4b398257a968,Final QC,2025-02-09 13:31:49.768811,W001,True,,,,False,,False
9df918a4-144f-4c98-8a95-a26e2258fe12,1b73d495-907c-49c3-8c71-dcdcfb54ce3c,Woodworking,2025-01-04 14:21:29.473490,W002,True,,,,False,,False
76e4e7e1-cde8-41e0-a2c5-673ca0ff991b,1b73d495-907c-49c3-8c71-dcdcfb54ce3c,Prep & Fit,2025-01-07 07:13:11.065783,W001,True,,,,False,,False
36359167-2367-4591-bdd4-6b7cbd101d0e,1b73d495-907c-49c3-8c71-dcdcfb54ce3c,Finishing,2025-01-08 13:10:33.346814,W003,True,,,,False,,False
4d1a6cf2-194b-4005-bcb2-055910a72ab1,1b73d495-907c-49c3-8c71-dcdcfb54ce3c,Final Assembly,2025-01-09 15:33:33.787828,W002,True,,,,False,,False
49c06203-e20d-4733-b68d-104febed8c60,1b73d495-907c-49c3-8c71-dcdcfb54ce3c,Final QC,2025-01-12 14:58:27.884337,W003,True,,,,False,,False
73de4cbe-54d0-4a6f-b6f3-a4fd75c99857,dd74f573-0f3d-4518-bc9a-6dcdc1efa9af,Woodworking,2025-01-23 03:32:58.613275,W003,True,,,,False,,False
b3aa5563-f524-43c7-a5d0-5cb169504f45,dd74f573-0f3d-4518-bc9a-6dcdc1efa9af,Prep & Fit,2025-01-25 17:01:20.069685,W003,True,,,,False,,False
6b6d3a30-0e83-4f3e-9a58-ac70314dea62,dd74f573-0f3d-4518-bc9a-6dcdc1efa9af,Finishing,2025-01-26 19:39:46.040124,W001,False,D004,RC014,,False,,False
8eb5e890-11b5-4a10-9231-f5d01617618b,dd74f573-0f3d-4518-bc9a-6dcdc1efa9af,Final Assembly,2025-01-27 17:48:27.644011,W001,True,,,,False,,False
0e1e508a-93de-4b19-8061-65a4c8140db5,dd74f573-0f3d-4518-bc9a-6dcdc1efa9af,Final QC,2025-01-29 14:03:47.904525,W001,True,,,,False,,False
42a75355-742b-4447-89e3-9e449bbb5eb6,2d666872-0a5d-4cf0-97a1-d32c6bf8cc19,Woodworking,2025-01-14 16:02:54.477233,W003,True,,,,False,,False
0c54d7ca-38c3-4d33-9d18-61e02f2799d0,2d666872-0a5d-4cf0-97a1-d32c6bf8cc19,Prep & Fit,2025-01-16 10:02:27.592376,W001,True,,,,False,,False
8c37024d-8e8f-4c80-bca9-723c3e45485a,2d666872-0a5d-4cf0-97a1-d32c6bf8cc19,Finishing,2025-01-19 12:27:42.289531,W001,True,,,,False,,False
8e133e67-6b72-4de1-853f-d63317c97030,2d666872-0a5d-4cf0-97a1-d32c6bf8cc19,Final Assembly,2025-01-21 13:40:53.326551,W002,True,,,,False,,False
5dc9883d-0519-4cec-9364-f6fd5f1ae31d,2d666872-0a5d-4cf0-97a1-d32c6bf8cc19,Final QC,2025-01-22 13:09:22.033497,W003,True,,,,False,,False
93233697-a57b-421a-bd91-d09107cda0f9,b6ec3631-1623-4335-b0d4-8e4035fe4fc9,Woodworking,2025-01-07 02:32:59.955930,W003,True,,,,False,,False
42ee0ead-b404-4068-b7ce-6e852edac914,b6ec3631-1623-4335-b0d4-8e4035fe4fc9,Prep & Fit,2025-01-09 05:57:10.599695,W002,True,,,,False,,False
b1e10341-0fd6-4e18-bccd-acc673fdf373,b6ec3631-1623-4335-b0d4-8e4035fe4fc9,Finishing,2025-01-10 09:32:41.008256,W001,True,,,,False,,False
2efad603-9202-4cab-9255-147e9580b0c8,b6ec3631-1623-4335-b0d4-8e4035fe4fc9,Final Assembly,2025-01-13 04:56:48.569116,W002,True,,,,False,,False
22d48200-7dce-4a25-910e-e96bb50998b9,b6ec3631-1623-4335-b0d4-8e4035fe4fc9,Final QC,2025-01-15 08:05:43.800028,W002,True,,,,False,,False
ece201a1-445a-42cb-854b-b7bf29f72814,6438040f-9805-4dbe-aa2d-da8f0b221337,Woodworking,2025-01-07 04:08:58.371652,W001,True,,,,False,,False
83005ce9-7f42-4379-b8f5-fe6467836057,6438040f-9805-4dbe-aa2d-da8f0b221337,Prep & Fit,2025-01-10 01:19:51.120319,W002,True,,,,False,,False
1e31ee92-f51e-4a99-9d66-869f8e31c32f,6438040f-9805-4dbe-aa2d-da8f0b221337,Finishing,2025-01-12 05:51:08.628003,W002,True,,,,False,,False
5d0e3678-792c-40c0-9bf8-90404583fc3f,6438040f-9805-4dbe-aa2d-da8f0b221337,Final Assembly,2025-01-13 03:00:06.513190,W003,True,,,,False,,False
4af657be-34ba-42cc-aad0-0d1bb8548863,6438040f-9805-4dbe-aa2d-da8f0b221337,Final QC,2025-01-14 22:53:04.981718,W003,True,,,,False,,False
5dfde55b-d3c3-4e3e-b30b-c5cf401b945e,df8ca8b7-a5f2-44ff-8aa4-0a13ed592095,Woodworking,2025-01-02 17:36:58.607971,W003,True,,,,False,,False
625cabb0-1e97-4e2b-b715-18c03c04bce5,df8ca8b7-a5f2-44ff-8aa4-0a13ed592095,Prep & Fit,2025-01-05 15:29:21.280866,W003,True,,,,False,,False
70a6af55-5240-4b7f-8926-ef5e3a8b27c2,df8ca8b7-a5f2-44ff-8aa4-0a13ed592095,Finishing,2025-01-06 11:50:35.191756,W001,True,,,,False,,False
63f25b16-5f96-42ca-9c9b-591aa2828a24,df8ca8b7-a5f2-44ff-8aa4-0a13ed592095,Final Assembly,2025-01-08 11:07:33.312444,W002,True,,,,False,,False
9a9c51bf-d4e9-4ca2-b11f-d86c88e2aa5e,df8ca8b7-a5f2-44ff-8aa4-0a13ed592095,Final QC,2025-01-10 15:17:10.170578,W001,True,,,,False,,False
fda579ff-d05b-4d01-a44f-9b1da22c0f16,fe4c517d-e95f-48ed-a5f6-d99c588a96c3,Woodworking,2025-01-12 08:27:44.138246,W002,True,,,,False,,False
31c552a8-9507-421a-8670-3a9b45e6b252,fe4c517d-e95f-48ed-a5f6-d99c588a96c3,Prep & Fit,2025-01-14 18:02:45.365599,W002,True,,,,False,,False
7a733b2b-2672-4a30-8578-f2859b0c2f1d,fe4c517d-e95f-48ed-a5f6-d99c588a96c3,Finishing,2025-01-15 17:32:18.857328,W001,True,,,,False,,False
054d9941-6ddf-4df0-8a47-94cc613af353,fe4c517d-e95f-48ed-a5f6-d99c588a96c3,Final Assembly,2025-01-18 00:35:45.477770,W001,True,,,,False,,False
65808cec-d314-4a48-a68c-91b71e62748b,fe4c517d-e95f-48ed-a5f6-d99c588a96c3,Final QC,2025-01-18 17:14:04.265768,W003,True,,,,False,,False
4fa1a2eb-116b-4bb6-875b-baba90a9a0e4,ec7b27a0-f34b-4321-9782-2ddb82797541,Woodworking,2025-01-15 10:25:41.274490,W002,True,,,,False,,False
4d6981df-c56c-45a4-bfef-8196e6c85786,ec7b27a0-f34b-4321-9782-2ddb82797541,Prep & Fit,2025-01-18 07:55:15.277749,W003,True,,,,False,,False
db876d47-9d51-4fdd-8b54-ac1b4a5ff6e0,ec7b27a0-f34b-4321-9782-2ddb82797541,Finishing,2025-01-19 09:52:14.032674,W002,True,,,,False,,False
3e9b817c-105e-4e1a-9a2f-ebe46eae658f,ec7b27a0-f34b-4321-9782-2ddb82797541,Final Assembly,2025-01-20 11:08:34.384172,W003,True,,,,False,,False
8b1441f7-8381-433e-85cc-85f49040fe6f,ec7b27a0-f34b-4321-9782-2ddb82797541,Final QC,2025-01-21 14:36:08.904521,W001,True,,,,False,,False
85247a81-e800-4757-adbc-ad416a3f64e0,9f0fcb36-6455-46a9-a3c7-605a25c0b82d,Woodworking,2025-01-09 21:15:41.943566,W003,True,,,,False,,False
ffac4735-6c59-4b68-bc14-96dc2b2e4603,9f0fcb36-6455-46a9-a3c7-605a25c0b82d,Prep & Fit,2025-01-12 15:25:57.818392,W003,True,,,,False,,False
b7f1ed05-1ecc-4c3e-802c-e6f40aca74bd,9f0fcb36-6455-46a9-a3c7-605a25c0b82d,Finishing,2025-01-14 21:37:42.895957,W001,True,,,,False,,False
f5d98faa-3d4e-43d5-aa73-c2bdbdfa6ca3,9f0fcb36-6455-46a9-a3c7-605a25c0b82d,Final Assembly,2025-01-16 03:37:20.816005,W002,True,,,,False,,False
cb274495-1694-4527-b2ef-252e543a251c,9f0fcb36-6455-46a9-a3c7-605a25c0b82d,Final QC,2025-01-18 16:25:35.873951,W002,True,,,,False,,False
e7557673-cb55-4977-a92c-78e29ae6b629,7005b3f5-469f-4647-8ae3-f71479a3180f,Woodworking,2025-01-05 20:53:12.981889,W003,True,,,,False,,False
32fe9297-64b3-4fa9-a92a-ddaca1640e2a,7005b3f5-469f-4647-8ae3-f71479a3180f,Prep & Fit,2025-01-07 16:00:27.057035,W003,True,,,,False,,False
1c4529dc-01fc-4358-9761-11e7e6e71b56,7005b3f5-469f-4647-8ae3-f71479a3180f,Finishing,2025-01-08 15:32:39.414539,W001,True,,,,False,,False
897ba8f2-1221-4a93-8a24-ad2665b8c55b,7005b3f5-469f-4647-8ae3-f71479a3180f,Final Assembly,2025-01-09 16:07:35.595916,W001,True,,,,False,,False
0964454e-0e20-4e8e-9754-804d6a660705,7005b3f5-469f-4647-8ae3-f71479a3180f,Final QC,2025-01-11 09:22:10.872273,W002,True,,,,False,,False
e3c8316c-e874-4da1-bbb2-e27c056e5beb,0ed2298b-4282-45c9-8e4e-451408676516,Woodworking,2025-01-13 17:23:11.561473,W003,True,,,,False,,False
68e9d680-d406-47ab-8465-980192354475,0ed2298b-4282-45c9-8e4e-451408676516,Prep & Fit,2025-01-15 02:34:37.906394,W002,True,,,,False,,False
33ee43bd-1268-46f3-b03c-1bff3b72556f,0ed2298b-4282-45c9-8e4e-451408676516,Finishing,2025-01-16 16:54:13.824914,W001,True,,,,False,,False
3af611a6-fd44-4f70-9f95-83677a0cdcd7,0ed2298b-4282-45c9-8e4e-451408676516,Final Assembly,2025-01-17 15:13:22.416717,W001,True,,,,False,,False
601c60e8-8a1c-4f7a-b7cd-024d75c9459b,0ed2298b-4282-45c9-8e4e-451408676516,Final QC,2025-01-20 15:21:14.348007,W003,True,,,,False,,False
31a0dcf1-1696-40bf-92f2-a687abf7169d,09a4e1ba-0682-4200-93f3-fa50f8e238e5,Woodworking,2025-01-23 02:12:34.811795,W001,True,,,,False,,False
17adbaab-4c4e-4093-ba12-751c46cb45d5,09a4e1ba-0682-4200-93f3-fa50f8e238e5,Prep & Fit,2025-01-25 01:03:18.184867,W001,True,,,,False,,False
bb3c8cd4-ce02-4057-a4fa-41c4c26d2e4f,09a4e1ba-0682-4200-93f3-fa50f8e238e5,Finishing,2025-01-28 02:35:19.742485,W001,True,,,,False,,False
30eb9654-df50-4e8f-b69b-22567d1870f4,09a4e1ba-0682-4200-93f3-fa50f8e238e5,Final Assembly,2025-01-30 08:15:18.027637,W001,True,,,,False,,False
2884deb1-b3f5-4e2d-b4c2-806b6bb39749,09a4e1ba-0682-4200-93f3-fa50f8e238e5,Final QC,2025-02-01 15:33:47.811876,W002,False,D044,RC014,,True,Reworked for D044,False
1850d7a3-e6ef-4f5c-81fc-165916de5d2b,09a4e1ba-0682-4200-93f3-fa50f8e238e5,Final QC,2025-02-01 23:19:11.964255,W002,False,,,,False,,False
bb904400-88c9-42bc-a7bf-631eb380fa90,33dc34f0-4f48-49a8-bcef-4b9bbe289764,Woodworking,2025-01-15 12:23:08.375781,W001,True,,,,False,,False
2ba8534c-b8f2-4886-a633-7e31eea8d343,33dc34f0-4f48-49a8-bcef-4b9bbe289764,Prep & Fit,2025-01-18 01:31:25.367846,W002,True,,,,False,,False
367d4a54-4137-4f25-a442-dfa3624b7db7,33dc34f0-4f48-49a8-bcef-4b9bbe289764,Finishing,2025-01-18 22:37:10.329097,W003,True,,,,False,,False
090a9f4a-8f20-4ec8-9795-efc43faef913,33dc34f0-4f48-49a8-bcef-4b9bbe289764,Final Assembly,2025-01-20 02:00:16.563355,W002,True,,,,False,,False
9de1f32d-6fda-4fe5-bedf-3fa2ce7f9d6a,33dc34f0-4f48-49a8-bcef-4b9bbe289764,Final QC,2025-01-21 22:16:58.582197,W003,True,,,,False,,False
c3623bdc-a251-4b0b-b406-034269b43712,6ebbb7a2-f817-428a-b211-300527170873,Woodworking,2025-01-30 05:48:25.588665,W002,True,,,,False,,False
77abf696-1a57-4a33-8b89-e211716733af,6ebbb7a2-f817-428a-b211-300527170873,Prep & Fit,2025-02-01 00:19:27.625317,W002,True,,,,False,,False
3ac09368-8c96-49fc-8b0e-9b0412a4eadf,6ebbb7a2-f817-428a-b211-300527170873,Finishing,2025-02-02 06:42:33.733309,W003,True,,,,False,,False
c14ae359-3da6-46ad-b52c-c774e7610fd0,6ebbb7a2-f817-428a-b211-300527170873,Final Assembly,2025-02-04 19:44:36.206422,W001,True,,,,False,,False
51f42ad0-3a02-4b4b-96ec-b64cc1142236,6ebbb7a2-f817-428a-b211-300527170873,Final QC,2025-02-06 23:26:48.072046,W003,True,,,,False,,False
9dd87ea2-fc71-4a7e-808d-a69fc4f29ca2,f386a3c0-579d-46c5-b040-1acdafb0266f,Woodworking,2025-01-24 23:12:56.157545,W002,True,,,,False,,False
78438a7d-73d1-4310-b665-1c16be397a93,f386a3c0-579d-46c5-b040-1acdafb0266f,Prep & Fit,2025-01-26 16:25:12.433301,W002,True,,,,False,,False
a4752ca7-d064-45f2-a9f7-df05f8f4fe0f,f386a3c0-579d-46c5-b040-1acdafb0266f,Finishing,2025-01-29 08:57:05.391981,W002,True,,,,False,,False
23da7ac0-4329-4c8e-b036-1c1efb3359f0,f386a3c0-579d-46c5-b040-1acdafb0266f,Final Assembly,2025-01-31 23:55:24.572085,W002,True,,,,False,,False
f8936124-d0ef-432a-ab03-aa2c1c95d2a3,f386a3c0-579d-46c5-b040-1acdafb0266f,Final QC,2025-02-01 17:37:04.930828,W003,True,,,,False,,False
a457bde4-7ccb-4199-bdfc-60aa64ee70c6,c5633a91-e714-4022-9ddd-7220c64f7d8b,Woodworking,2025-01-17 23:15:58.528233,W003,True,,,,False,,False
4d85af40-7cec-415b-8680-cfe013f856b2,c5633a91-e714-4022-9ddd-7220c64f7d8b,Prep & Fit,2025-01-19 11:09:02.152816,W001,True,,,,False,,False
53dff0ac-b339-49ab-812f-bfc985021302,c5633a91-e714-4022-9ddd-7220c64f7d8b,Finishing,2025-01-21 01:04:11.197479,W001,True,,,,False,,False
2bfbc616-30f9-4518-b887-99502a849250,c5633a91-e714-4022-9ddd-7220c64f7d8b,Final Assembly,2025-01-22 18:37:25.309994,W001,True,,,,False,,False
316c936d-05f6-4549-a0f0-190bcd8fb69c,c5633a91-e714-4022-9ddd-7220c64f7d8b,Final QC,2025-01-24 21:04:01.130471,W002,True,,,,False,,False
acbf187a-6c54-4db7-804c-59226d25aae4,787e0f5e-82b9-477c-95d4-db6770fa5d1a,Woodworking,2025-01-08 20:46:06.934182,W001,True,,,,False,,False
019bd02f-4d07-4efb-9911-bb098ace6d39,787e0f5e-82b9-477c-95d4-db6770fa5d1a,Prep & Fit,2025-01-10 06:16:07.702486,W003,True,,,,False,,False
69a872c6-6dc1-4dcb-8dbc-12f73280814e,787e0f5e-82b9-477c-95d4-db6770fa5d1a,Finishing,2025-01-11 23:54:08.422241,W001,True,,,,False,,False
3bd32216-f718-42f5-b7d4-b4cd9c5fb807,787e0f5e-82b9-477c-95d4-db6770fa5d1a,Final Assembly,2025-01-13 20:07:00.648223,W001,True,,,,False,,False
822bc3cc-fef0-4672-9991-2f9edb227054,787e0f5e-82b9-477c-95d4-db6770fa5d1a,Final QC,2025-01-14 16:02:58.783174,W003,True,,,,False,,False
b3d2d879-b758-4f70-a709-69d61d206586,e92a0921-8dae-4c2a-a0fd-52a3d635924a,Woodworking,2025-01-10 15:25:24.272418,W001,True,,,,False,,False
651789bd-87c6-436c-883a-bdcec5582845,e92a0921-8dae-4c2a-a0fd-52a3d635924a,Prep & Fit,2025-01-11 20:17:56.908840,W002,True,,,,False,,False
0149562c-e8fe-4474-b29d-68c9789f5b2e,e92a0921-8dae-4c2a-a0fd-52a3d635924a,Finishing,2025-01-14 07:59:03.061749,W002,True,,,,False,,False
484dfbc9-2470-42ce-b942-df278b732899,e92a0921-8dae-4c2a-a0fd-52a3d635924a,Final Assembly,2025-01-16 12:24:38.649817,W003,True,,,,False,,False
d7dd3e81-6396-42c1-be0b-f98543598fca,e92a0921-8dae-4c2a-a0fd-52a3d635924a,Final QC,2025-01-17 11:33:35.686945,W003,True,,,,False,,False
67ecf3fa-7870-4275-8337-1c0fe16f6a0d,b8fa5574-c78e-4e0d-be2b-a9a9557b3f7e,Woodworking,2025-01-07 00:30:59.712067,W002,True,,,,False,,False
bddc9266-5e39-43e2-997f-91b598ba8109,b8fa5574-c78e-4e0d-be2b-a9a9557b3f7e,Prep & Fit,2025-01-08 23:38:12.539501,W003,True,,,,False,,False
c14605cb-704a-4d31-a00a-c46e9ab0c124,b8fa5574-c78e-4e0d-be2b-a9a9557b3f7e,Finishing,2025-01-10 23:14:51.419794,W002,True,,,,False,,False
c22bf684-4e26-448f-94eb-26599444aec4,b8fa5574-c78e-4e0d-be2b-a9a9557b3f7e,Final Assembly,2025-01-11 18:58:30.697740,W002,True,,,,False,,False
f7797556-b1bc-4bdb-b2e4-712ddfd047da,b8fa5574-c78e-4e0d-be2b-a9a9557b3f7e,Final QC,2025-01-12 10:24:52.408044,W003,True,,,,False,,False
563e75a2-cb02-48a1-b71a-3a94bdde5544,0a3e319c-dd9e-4edb-9f7f-223999fa25dd,Woodworking,2025-01-22 04:11:43.312890,W002,True,,,,False,,False
ca303956-fcd4-4768-8db2-0367e1f12582,0a3e319c-dd9e-4edb-9f7f-223999fa25dd,Prep & Fit,2025-01-24 06:01:59.016603,W002,True,,,,False,,False
4cf1aea9-ae24-43db-b316-54a7958cdd04,0a3e319c-dd9e-4edb-9f7f-223999fa25dd,Finishing,2025-01-25 13:30:04.528179,W001,True,,,,False,,False
339169d5-d979-40af-b702-d17a0a106776,0a3e319c-dd9e-4edb-9f7f-223999fa25dd,Final Assembly,2025-01-26 21:02:24.578808,W002,True,,,,False,,False
4bc83b6e-a92a-45d2-9757-29ec469dbcfc,0a3e319c-dd9e-4edb-9f7f-223999fa25dd,Final QC,2025-01-29 09:20:53.290566,W003,True,,,,False,,False
25a2fa2f-8d1a-44bb-8ea4-f6d5f6cd6965,d31c6aea-1b6a-4fa3-ac76-4f82ffb69a91,Woodworking,2025-01-30 01:24:04.741839,W001,True,,,,False,,False
864a63a6-edf8-45a7-9f12-d8f1205b5aac,d31c6aea-1b6a-4fa3-ac76-4f82ffb69a91,Prep & Fit,2025-01-30 22:25:06.216785,W001,True,,,,False,,False
70c78fdd-104a-4d15-b5b3-49e86beb7936,d31c6aea-1b6a-4fa3-ac76-4f82ffb69a91,Finishing,2025-02-01 19:45:56.602714,W003,True,,,,False,,False
3346bbf1-f1fd-4164-9cc8-2ed3b286101e,d31c6aea-1b6a-4fa3-ac76-4f82ffb69a91,Final Assembly,2025-02-04 04:47:09.221790,W003,True,,,,False,,False
2e950221-f462-4911-8630-345e48e9f4aa,d31c6aea-1b6a-4fa3-ac76-4f82ffb69a91,Final QC,2025-02-06 02:24:24.863468,W002,True,,,,False,,False
8a594766-37c7-4ca4-b5a4-d47f9c616044,27e4d433-c930-4154-9e1d-4e81394a0411,Woodworking,2025-01-13 16:19:10.313926,W003,True,,,,False,,False
91a868f1-a0bc-4f0e-be4e-09e51b62d4d0,27e4d433-c930-4154-9e1d-4e81394a0411,Prep & Fit,2025-01-16 01:51:31.619886,W001,True,,,,False,,False
6c5674e4-fa20-4e66-87bd-abc4d1ab1ec9,27e4d433-c930-4154-9e1d-4e81394a0411,Finishing,2025-01-18 15:14:06.566502,W002,True,,,,False,,False
52a69891-62fb-4ac1-8e45-83714ac68091,27e4d433-c930-4154-9e1d-4e81394a0411,Final Assembly,2025-01-20 22:24:40.084207,W001,True,,,,False,,False
47cf25ba-ac36-4d40-9af0-f929c8d7fe2b,27e4d433-c930-4154-9e1d-4e81394a0411,Final QC,2025-01-23 08:50:00.283993,W003,True,,,,False,,False
26cfb5e2-e58a-4cc7-87f5-65eb0bfe05d7,8c001aea-3fae-4b68-9692-09ee376a7c10,Woodworking,2025-01-11 08:59:28.347286,W002,True,,,,False,,False
8f7d8caa-be4b-4d3c-a847-cb1dd0bd3cde,8c001aea-3fae-4b68-9692-09ee376a7c10,Prep & Fit,2025-01-12 09:02:30.559006,W001,True,,,,False,,False
8da7eeca-02aa-458c-a5dc-32f453c0d85a,8c001aea-3fae-4b68-9692-09ee376a7c10,Finishing,2025-01-14 06:59:07.521207,W001,True,,,,False,,False
e1d986ff-0d9f-4b6e-b8b0-43feff642934,8c001aea-3fae-4b68-9692-09ee376a7c10,Final Assembly,2025-01-16 08:18:24.708653,W003,True,,,,False,,False
d5e0c20e-3cd6-4007-acae-8b4091d33d3f,8c001aea-3fae-4b68-9692-09ee376a7c10,Final QC,2025-01-18 00:28:20.805904,W001,True,,,,False,,False
993ed67a-f34b-4d07-affc-48a9c8faed82,a4c2025b-f747-4da8-b49b-6b3dd0cd0e1b,Woodworking,2025-01-27 03:06:13.025969,W002,True,,,,False,,False
072a0cab-7f3c-4b3f-8e65-493d5b050cfc,a4c2025b-f747-4da8-b49b-6b3dd0cd0e1b,Prep & Fit,2025-01-29 03:15:09.707354,W003,True,,,,False,,False
39595064-97c7-47fc-aabb-c91d5d58fcfd,a4c2025b-f747-4da8-b49b-6b3dd0cd0e1b,Finishing,2025-01-31 06:29:38.330239,W003,True,,,,False,,False
7306f335-8e56-41bd-bfe9-fdca20161949,a4c2025b-f747-4da8-b49b-6b3dd0cd0e1b,Final Assembly,2025-02-02 19:33:25.578391,W001,True,,,,False,,False
2d213be2-3973-4b5d-b925-d221fd8df3d7,a4c2025b-f747-4da8-b49b-6b3dd0cd0e1b,Final QC,2025-02-05 16:15:24.409066,W002,True,,,,False,,False
c8f83118-eb9a-4ae2-8b56-525aef09a789,48883925-cc90-405e-a977-2bebfee0034f,Woodworking,2025-01-04 07:43:44.660551,W002,True,,,,False,,False
